漫画,僕のヒーローアカデミア,キャラクター,HHQ_601,主人公緑谷出久の個性は？,ワン・フォー・オール,オール・フォー・ワン,爆破,無個性,1,ワン・フォー・オールは代々受け継がれてきた個性です。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_602,爆豪勝己の個性は？,爆破,半冷半燃,無重力,硬化,1,爆豪勝己は掌から爆破を起こすことができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_603,麗日お茶子の個性は？,無重力,創造,電気,高速,1,麗日お茶子は触れたものを無重力にすることができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_604,飯田天哉の個性は？,エンジン,テープ,蛙,剛翼,1,飯田天哉は脚にエンジンが備わっています。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_605,轟焦凍の個性は？,半冷半燃,爆破,個性抹消,硬化,1,轟焦凍は右から氷、左から炎を出すことができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_606,切島鋭児郎の個性は？,硬化,電気,透明化,伸縮,1,切島鋭児郎は体を硬くすることができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_607,八百万百の個性は？,創造,放電,黒影,帯電,1,八百万百は体から様々な物質を創造することができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_608,常闇踏陰の個性は？,黒影,電気,伸縮,剛翼,1,常闇踏陰は影を操る能力を持っています。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_609,蛙吹梅雨の個性は？,蛙,透明化,分裂,変身,1,蛙吹梅雨は蛙のような能力を持っています。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_610,上鳴電気の個性は？,帯電,放電,電気分解,電気操作,1,上鳴電気は体から電気を放つことができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_611,峰田実の個性は？,もぎもぎ,粘着,吸引,増殖,1,峰田実は頭のボールを無限に生成し、粘着させることができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_612,耳郎響香の個性は？,イヤホンジャック,音波,超音波,振動,1,耳郎響香は耳たぶにイヤホンジャックがついています。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_613,瀬呂範太の個性は？,テープ,糸,接着,ゴム,1,瀬呂範太は肘から粘着性のあるテープを出すことができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_614,芦戸三奈の個性は？,酸,毒,溶解,腐食,1,芦戸三奈は体から酸を出すことができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_615,障子目蔵の個性は？,複製腕,多腕,再生,透明化,1,障子目蔵は多数の腕を複製することができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_616,オールマイトの個性は？,ワン・フォー・オール,超筋力,飛行,個性抹消,1,オールマイトもワン・フォー・オールを受け継いでいます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_617,イレイザー・ヘッド（相澤消太）の個性は？,個性抹消,個性吸収,個性操作,個性停止,1,イレイザー・ヘッドは見た相手の個性を一時的に抹消できます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_618,プレゼント・マイク（山田ひざし）の個性は？,ヴォイス,大声,音波,超音波,1,プレゼント・マイクは大声を出す個性です。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_619,ミッドナイト（香山睡）の個性は？,眠り香,催眠,魅惑,幻覚,1,ミッドナイトは体を覆う布から眠り香を出すことができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_620,エンデヴァー（轟炎司）の個性は？,ヘルフレイム,半冷半燃,爆炎,炎熱,1,エンデヴァーは炎を操る個性を持っています。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_621,ホークスの個性は？,剛翼,飛行,超音速,羽,1,ホークスは背中に大きな翼が生えています。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_622,ベストジーニストの個性は？,繊維操作,糸操作,布操作,衣服操作,1,ベストジーニストは繊維を自由に操ることができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_623,エッジショットの個性は？,紙肢,紙化,折り紙,変形,1,エッジショットは体を紙のように薄く伸ばすことができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_624,ミルコ（兎山ルミ）の個性は？,兎,跳躍,聴覚強化,脚力強化,1,ミルコは兎のような身体能力を持っています。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_625,ギャングオルカ（逆俣空悟）の個性は？,オルカ,クジラ,超音波,水圧,1,ギャングオルカはオルカのような能力を持っています。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_626,リカバリーガール（治癒の少女）の個性は？,治癒,回復,再生,蘇生,1,リカバリーガールはキスで相手の治癒力を高めることができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_627,根津校長の個性は？,ハイスペック,超頭脳,天才,思考加速,1,根津校長は非常に高い知能を持っています。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_628,トゥワイス（分倍河原仁）の個性は？,二倍,複製,分身,増殖,1,トゥワイスは触れたものを二倍に複製することができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_629,死柄木弔の個性は？,崩壊,分解,消滅,破壊,1,死柄木弔は触れたものを崩壊させることができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_630,荼毘（轟燈矢）の個性は？,蒼炎,赫炎,青炎,黒炎,1,荼毘は青い炎を操る個性を持っています。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_631,トガヒミコの個性は？,変身,吸血,模倣,擬態,1,トガヒミコは血を摂取することで相手に変身できます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_632,スピナー（伊口秀一）の個性は？,ゲコゲコ,爬虫類,壁走り,擬態,1,スピナーは爬虫類のような外見と能力を持っています。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_633,Mr.コンプレス（迫圧紘）の個性は？,圧縮,収縮,凝縮,縮小,1,Mr.コンプレスは対象を圧縮して球体にする個性です。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_634,オーバーホール（治崎廻）の個性は？,オーバーホール,分解,再構築,修復,1,オーバーホールは触れたものを分解し再構築できます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_635,クロノスタシス（玄野針）の個性は？,遅延,時間停止,時間加速,時間逆行,1,クロノスタシスは針で刺した相手の動作を遅延させることができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_636,ファットガムの個性は？,脂肪吸着,脂肪吸収,肥満,緩衝,1,ファットガムは脂肪で攻撃を吸収し、それをエネルギーに変えることができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_637,天喰環の個性は？,再現,吸収,消化,具現化,1,天喰環は食べたものの特徴を再現することができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_638,波動ねじれの個性は？,波動,螺旋,振動,衝撃波,1,波動ねじれは体から螺旋状の衝撃波を放つことができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_639,通形ミリオの個性は？,透過,すり抜け,透明化,無効化,1,通形ミリオは体を透過させることができます。,1
漫画,僕のヒーローアカデミア,キャラクター,HHQ_640,デクがオールマイトから受け継いだ個性は？,ワン・フォー・オール,デトロイトスマッシュ,ユナイテッドステイツオブスマッシュ,フルカウル,1,ワン・フォー・オールは代々受け継がれてきた個性です。,1
漫画,僕のヒーローアカデミア,設定・用語,HHQ_641,個性を悪用する犯罪者を何と呼ぶ？,ヴィラン,ヒーロー,警察官,市民,1,個性を悪用する犯罪者はヴィランと呼ばれます。,1
漫画,僕のヒーローアカデミア,設定・用語,HHQ_642,ヒーローを育成する専門学校の名前は？,雄英高校,ヒーローアカデミー,個性学園,能力開発校,1,雄英高校が代表的なヒーロー育成学校です。,1
漫画,僕のヒーローアカデミア,設定・用語,HHQ_643,ヒーローが使用する特殊なコスチュームを何と呼ぶ？,ヒーロースーツ,コスチューム,戦闘服,個性服,2,ヒーローが着用する特殊な衣装はコスチュームと呼ばれます。,1
漫画,僕のヒーローアカデミア,設定・用語,HHQ_644,個性のない状態を何と呼ぶ？,無個性,個性なし,凡人,ノーマル,1,個性を持っていない状態は無個性と呼ばれます。,1
漫画,僕のヒーローアカデミア,設定・用語,HHQ_645,ヒーローとヴィランが戦う社会を何と呼ぶ？,超常社会,個性社会,ヒーロー社会,ヴィラン社会,1,個性を持つ人々が大多数を占める社会は超常社会と呼ばれます。,1
漫画,僕のヒーローアカデミア,設定・用語,HHQ_646,オールマイトの引退を告げた戦いの場所は？,神野区,雄英高校,USJ,訓練場,1,オールマイトとオール・フォー・ワンの戦いは神野区で行われました。,1
漫画,僕のヒーローアカデミア,設定・用語,HHQ_647,雄英高校の入学試験で行われる実技試験の名前は？,仮想ヴィラン討伐,実戦訓練,個性テスト,模擬戦闘,1,仮想ヴィラン討伐です。,1
漫画,僕のヒーローアカデミア,設定・用語,HHQ_648,ヒーローが活動するために必要なライセンスの名前は？,仮免,プロヒーローライセンス,ヒーロー認定証,個性使用許可証,1,ヒーローとして活動するには仮免（仮免許）が必要です。,2
